item_id,order_id,product_id,quantity,unit_price,unit_cost,line_subtotal,line_cost
ITEM-0015159,ORD-008557,306,1,32.5,10.0,32.5,10.0
ITEM-0015160,ORD-008558,205,2,54.0,16.0,108.0,32.0
ITEM-0015161,ORD-008558,401,1,26.0,6.0,26.0,6.0
ITEM-0015162,ORD-008558,101,3,199.99,85.0,599.97,255.0
ITEM-0015163,ORD-008559,102,1,49.99,18.0,49.99,18.0
ITEM-0015164,ORD-008559,302,1,45.0,15.0,45.0,15.0
ITEM-0015165,ORD-008560,303,1,24.99,7.5,24.99,7.5
ITEM-0015166,ORD-008560,401,1,26.0,6.0,26.0,6.0
ITEM-0015167,ORD-008561,106,1,179.99,70.0,179.99,70.0
ITEM-0015168,ORD-008562,204,1,24.0,6.0,24.0,6.0
ITEM-0015169,ORD-008563,402,1,34.0,8.5,34.0,8.5
ITEM-0015170,ORD-008563,401,1,26.0,6.0,26.0,6.0
ITEM-0015171,ORD-008564,205,1,54.0,16.0,54.0,16.0
ITEM-0015172,ORD-008565,101,1,199.99,85.0,199.99,85.0
ITEM-0015173,ORD-008565,108,1,29.99,9.5,29.99,9.5
ITEM-0015174,ORD-008565,107,1,59.99,22.0,59.99,22.0
ITEM-0015175,ORD-008565,404,1,64.99,21.0,64.99,21.0
ITEM-0015176,ORD-008566,202,1,68.0,22.0,68.0,22.0
ITEM-0015177,ORD-008566,107,1,59.99,22.0,59.99,22.0
ITEM-0015178,ORD-008567,404,2,64.99,21.0,129.98,42.0
ITEM-0015179,ORD-008567,505,1,75.0,24.0,75.0,24.0
ITEM-0015180,ORD-008568,205,1,54.0,16.0,54.0,16.0
ITEM-0015181,ORD-008569,306,1,32.5,10.0,32.5,10.0
ITEM-0015182,ORD-008570,403,1,22.0,5.2,22.0,5.2
ITEM-0015183,ORD-008571,204,2,24.0,6.0,48.0,12.0
ITEM-0015184,ORD-008571,201,1,28.0,8.5,28.0,8.5
ITEM-0015185,ORD-008572,102,1,49.99,18.0,49.99,18.0
ITEM-0015186,ORD-008573,503,1,48.0,15.0,48.0,15.0
ITEM-0015187,ORD-008574,108,1,29.99,9.5,29.99,9.5
ITEM-0015188,ORD-008575,204,1,24.0,6.0,24.0,6.0
ITEM-0015189,ORD-008575,206,2,45.0,11.0,90.0,22.0
ITEM-0015190,ORD-008576,101,1,199.99,85.0,199.99,85.0
ITEM-0015191,ORD-008576,102,1,49.99,18.0,49.99,18.0
ITEM-0015192,ORD-008577,306,1,32.5,10.0,32.5,10.0
ITEM-0015193,ORD-008578,303,1,24.99,7.5,24.99,7.5
ITEM-0015194,ORD-008578,403,1,22.0,5.2,22.0,5.2
ITEM-0015195,ORD-008579,104,1,349.99,175.0,349.99,175.0
ITEM-0015196,ORD-008580,404,1,64.99,21.0,64.99,21.0
ITEM-0015197,ORD-008580,104,1,349.99,175.0,349.99,175.0
ITEM-0015198,ORD-008581,504,2,16.99,4.2,33.98,8.4
ITEM-0015199,ORD-008582,306,1,32.5,10.0,32.5,10.0
ITEM-0015200,ORD-008583,301,1,289.0,130.0,289.0,130.0
ITEM-0015201,ORD-008583,302,1,45.0,15.0,45.0,15.0
ITEM-0015202,ORD-008584,401,3,26.0,6.0,78.0,18.0
ITEM-0015203,ORD-008584,306,1,32.5,10.0,32.5,10.0
ITEM-0015204,ORD-008584,303,1,24.99,7.5,24.99,7.5
ITEM-0015205,ORD-008584,106,1,179.99,70.0,179.99,70.0
ITEM-0015206,ORD-008585,304,1,39.99,14.0,39.99,14.0
ITEM-0015207,ORD-008586,306,1,32.5,10.0,32.5,10.0
ITEM-0015208,ORD-008586,403,1,22.0,5.2,22.0,5.2
ITEM-0015209,ORD-008586,405,1,18.0,4.0,18.0,4.0
ITEM-0015210,ORD-008587,203,1,120.0,42.0,120.0,42.0
ITEM-0015211,ORD-008587,107,1,59.99,22.0,59.99,22.0
ITEM-0015212,ORD-008588,504,1,16.99,4.2,16.99,4.2
ITEM-0015213,ORD-008589,501,1,42.0,13.0,42.0,13.0
ITEM-0015214,ORD-008589,502,1,22.99,5.5,22.99,5.5
ITEM-0015215,ORD-008589,101,1,199.99,85.0,199.99,85.0
ITEM-0015216,ORD-008590,107,1,59.99,22.0,59.99,22.0
ITEM-0015217,ORD-008590,505,2,75.0,24.0,150.0,48.0
ITEM-0015218,ORD-008590,302,1,45.0,15.0,45.0,15.0
ITEM-0015219,ORD-008591,204,1,24.0,6.0,24.0,6.0
ITEM-0015220,ORD-008591,307,1,29.99,8.0,29.99,8.0
ITEM-0015221,ORD-008591,101,1,199.99,85.0,199.99,85.0
ITEM-0015222,ORD-008592,403,1,22.0,5.2,22.0,5.2
ITEM-0015223,ORD-008593,302,1,45.0,15.0,45.0,15.0
ITEM-0015224,ORD-008594,303,1,24.99,7.5,24.99,7.5
ITEM-0015225,ORD-008594,504,1,16.99,4.2,16.99,4.2
ITEM-0015226,ORD-008595,404,1,64.99,21.0,64.99,21.0
ITEM-0015227,ORD-008596,101,1,199.99,85.0,199.99,85.0
ITEM-0015228,ORD-008597,405,1,18.0,4.0,18.0,4.0
ITEM-0015229,ORD-008598,301,2,289.0,130.0,578.0,260.0
ITEM-0015230,ORD-008599,301,1,289.0,130.0,289.0,130.0
ITEM-0015231,ORD-008599,303,3,24.99,7.5,74.97,22.5
ITEM-0015232,ORD-008599,102,1,49.99,18.0,49.99,18.0
ITEM-0015233,ORD-008600,108,1,29.99,9.5,29.99,9.5
ITEM-0015234,ORD-008600,103,2,89.99,36.0,179.98,72.0
ITEM-0015235,ORD-008600,503,1,48.0,15.0,48.0,15.0
ITEM-0015236,ORD-008600,404,1,64.99,21.0,64.99,21.0
ITEM-0015237,ORD-008601,304,1,39.99,14.0,39.99,14.0
ITEM-0015238,ORD-008601,302,1,45.0,15.0,45.0,15.0
ITEM-0015239,ORD-008601,306,1,32.5,10.0,32.5,10.0
ITEM-0015240,ORD-008601,501,1,42.0,13.0,42.0,13.0
ITEM-0015241,ORD-008602,204,1,24.0,6.0,24.0,6.0
ITEM-0015242,ORD-008603,103,1,89.99,36.0,89.99,36.0
ITEM-0015243,ORD-008603,203,1,120.0,42.0,120.0,42.0
ITEM-0015244,ORD-008604,206,1,45.0,11.0,45.0,11.0
ITEM-0015245,ORD-008605,102,1,49.99,18.0,49.99,18.0
ITEM-0015246,ORD-008606,306,1,32.5,10.0,32.5,10.0
ITEM-0015247,ORD-008607,106,1,179.99,70.0,179.99,70.0
ITEM-0015248,ORD-008608,503,1,48.0,15.0,48.0,15.0
ITEM-0015249,ORD-008608,402,1,34.0,8.5,34.0,8.5
ITEM-0015250,ORD-008609,303,1,24.99,7.5,24.99,7.5
ITEM-0015251,ORD-008609,501,1,42.0,13.0,42.0,13.0
ITEM-0015252,ORD-008610,104,2,349.99,175.0,699.98,350.0
ITEM-0015253,ORD-008611,402,1,34.0,8.5,34.0,8.5
ITEM-0015254,ORD-008612,401,1,26.0,6.0,26.0,6.0
ITEM-0015255,ORD-008612,403,1,22.0,5.2,22.0,5.2
ITEM-0015256,ORD-008612,305,1,59.99,20.0,59.99,20.0
ITEM-0015257,ORD-008612,306,1,32.5,10.0,32.5,10.0
ITEM-0015258,ORD-008613,206,1,45.0,11.0,45.0,11.0
ITEM-0015259,ORD-008614,505,3,75.0,24.0,225.0,72.0
ITEM-0015260,ORD-008615,102,1,49.99,18.0,49.99,18.0
ITEM-0015261,ORD-008616,105,1,39.99,12.0,39.99,12.0
ITEM-0015262,ORD-008617,102,1,49.99,18.0,49.99,18.0
ITEM-0015263,ORD-008617,402,1,34.0,8.5,34.0,8.5
ITEM-0015264,ORD-008618,201,1,28.0,8.5,28.0,8.5
ITEM-0015265,ORD-008619,403,1,22.0,5.2,22.0,5.2
ITEM-0015266,ORD-008620,103,1,89.99,36.0,89.99,36.0
ITEM-0015267,ORD-008620,401,1,26.0,6.0,26.0,6.0
ITEM-0015268,ORD-008620,302,1,45.0,15.0,45.0,15.0
ITEM-0015269,ORD-008621,103,1,89.99,36.0,89.99,36.0
ITEM-0015270,ORD-008622,303,1,24.99,7.5,24.99,7.5
ITEM-0015271,ORD-008623,405,1,18.0,4.0,18.0,4.0
ITEM-0015272,ORD-008624,101,2,199.99,85.0,399.98,170.0
ITEM-0015273,ORD-008624,108,1,29.99,9.5,29.99,9.5
ITEM-0015274,ORD-008625,505,1,75.0,24.0,75.0,24.0
ITEM-0015275,ORD-008625,206,1,45.0,11.0,45.0,11.0
ITEM-0015276,ORD-008626,206,1,45.0,11.0,45.0,11.0
ITEM-0015277,ORD-008627,505,1,75.0,24.0,75.0,24.0
ITEM-0015278,ORD-008628,204,1,24.0,6.0,24.0,6.0
ITEM-0015279,ORD-008628,504,1,16.99,4.2,16.99,4.2
ITEM-0015280,ORD-008628,201,1,28.0,8.5,28.0,8.5
ITEM-0015281,ORD-008629,107,1,59.99,22.0,59.99,22.0
ITEM-0015282,ORD-008630,202,1,68.0,22.0,68.0,22.0
ITEM-0015283,ORD-008630,103,1,89.99,36.0,89.99,36.0
ITEM-0015284,ORD-008630,403,1,22.0,5.2,22.0,5.2
ITEM-0015285,ORD-008631,401,1,26.0,6.0,26.0,6.0
ITEM-0015286,ORD-008632,502,1,22.99,5.5,22.99,5.5
ITEM-0015287,ORD-008633,201,1,28.0,8.5,28.0,8.5
ITEM-0015288,ORD-008633,303,1,24.99,7.5,24.99,7.5
ITEM-0015289,ORD-008633,102,1,49.99,18.0,49.99,18.0
ITEM-0015290,ORD-008633,108,1,29.99,9.5,29.99,9.5
ITEM-0015291,ORD-008634,505,1,75.0,24.0,75.0,24.0
ITEM-0015292,ORD-008634,205,1,54.0,16.0,54.0,16.0
ITEM-0015293,ORD-008634,302,1,45.0,15.0,45.0,15.0
ITEM-0015294,ORD-008635,402,1,34.0,8.5,34.0,8.5
ITEM-0015295,ORD-008635,204,1,24.0,6.0,24.0,6.0
ITEM-0015296,ORD-008636,503,1,48.0,15.0,48.0,15.0
ITEM-0015297,ORD-008637,401,1,26.0,6.0,26.0,6.0
ITEM-0015298,ORD-008638,502,1,22.99,5.5,22.99,5.5
ITEM-0015299,ORD-008638,402,1,34.0,8.5,34.0,8.5
ITEM-0015300,ORD-008639,301,1,289.0,130.0,289.0,130.0
ITEM-0015301,ORD-008639,303,1,24.99,7.5,24.99,7.5
ITEM-0015302,ORD-008640,206,1,45.0,11.0,45.0,11.0
ITEM-0015303,ORD-008640,504,1,16.99,4.2,16.99,4.2
ITEM-0015304,ORD-008641,102,1,49.99,18.0,49.99,18.0
ITEM-0015305,ORD-008642,402,1,34.0,8.5,34.0,8.5
ITEM-0015306,ORD-008643,401,1,26.0,6.0,26.0,6.0
ITEM-0015307,ORD-008644,306,1,32.5,10.0,32.5,10.0
ITEM-0015308,ORD-008645,404,2,64.99,21.0,129.98,42.0
ITEM-0015309,ORD-008646,502,1,22.99,5.5,22.99,5.5
ITEM-0015310,ORD-008647,401,1,26.0,6.0,26.0,6.0
ITEM-0015311,ORD-008648,201,1,28.0,8.5,28.0,8.5
ITEM-0015312,ORD-008648,101,1,199.99,85.0,199.99,85.0
ITEM-0015313,ORD-008648,106,1,179.99,70.0,179.99,70.0
ITEM-0015314,ORD-008649,106,1,179.99,70.0,179.99,70.0
ITEM-0015315,ORD-008649,101,1,199.99,85.0,199.99,85.0
ITEM-0015316,ORD-008650,206,1,45.0,11.0,45.0,11.0
ITEM-0015317,ORD-008651,304,1,39.99,14.0,39.99,14.0
ITEM-0015318,ORD-008652,201,1,28.0,8.5,28.0,8.5
ITEM-0015319,ORD-008652,302,1,45.0,15.0,45.0,15.0
ITEM-0015320,ORD-008652,102,1,49.99,18.0,49.99,18.0
ITEM-0015321,ORD-008653,405,1,18.0,4.0,18.0,4.0
ITEM-0015322,ORD-008653,105,1,39.99,12.0,39.99,12.0
ITEM-0015323,ORD-008654,307,3,29.99,8.0,89.97,24.0
ITEM-0015324,ORD-008654,306,1,32.5,10.0,32.5,10.0
ITEM-0015325,ORD-008655,305,1,59.99,20.0,59.99,20.0
ITEM-0015326,ORD-008655,307,1,29.99,8.0,29.99,8.0
ITEM-0015327,ORD-008656,104,1,349.99,175.0,349.99,175.0
ITEM-0015328,ORD-008656,102,1,49.99,18.0,49.99,18.0
ITEM-0015329,ORD-008656,103,1,89.99,36.0,89.99,36.0
ITEM-0015330,ORD-008656,306,1,32.5,10.0,32.5,10.0
ITEM-0015331,ORD-008657,402,1,34.0,8.5,34.0,8.5
ITEM-0015332,ORD-008658,402,1,34.0,8.5,34.0,8.5
ITEM-0015333,ORD-008659,401,1,26.0,6.0,26.0,6.0
ITEM-0015334,ORD-008660,107,1,59.99,22.0,59.99,22.0
ITEM-0015335,ORD-008660,403,1,22.0,5.2,22.0,5.2
ITEM-0015336,ORD-008661,403,1,22.0,5.2,22.0,5.2
ITEM-0015337,ORD-008662,202,1,68.0,22.0,68.0,22.0
ITEM-0015338,ORD-008663,502,1,22.99,5.5,22.99,5.5
ITEM-0015339,ORD-008663,304,1,39.99,14.0,39.99,14.0
ITEM-0015340,ORD-008664,401,1,26.0,6.0,26.0,6.0
ITEM-0015341,ORD-008664,402,1,34.0,8.5,34.0,8.5
ITEM-0015342,ORD-008665,403,2,22.0,5.2,44.0,10.4
ITEM-0015343,ORD-008666,307,1,29.99,8.0,29.99,8.0
ITEM-0015344,ORD-008666,402,1,34.0,8.5,34.0,8.5
ITEM-0015345,ORD-008666,503,3,48.0,15.0,144.0,45.0
ITEM-0015346,ORD-008667,504,1,16.99,4.2,16.99,4.2
ITEM-0015347,ORD-008667,302,3,45.0,15.0,135.0,45.0
ITEM-0015348,ORD-008668,201,1,28.0,8.5,28.0,8.5
ITEM-0015349,ORD-008668,107,1,59.99,22.0,59.99,22.0
ITEM-0015350,ORD-008669,404,1,64.99,21.0,64.99,21.0
ITEM-0015351,ORD-008669,104,1,349.99,175.0,349.99,175.0
ITEM-0015352,ORD-008670,206,1,45.0,11.0,45.0,11.0
ITEM-0015353,ORD-008670,404,1,64.99,21.0,64.99,21.0
ITEM-0015354,ORD-008671,101,1,199.99,85.0,199.99,85.0
ITEM-0015355,ORD-008671,206,1,45.0,11.0,45.0,11.0
ITEM-0015356,ORD-008671,104,1,349.99,175.0,349.99,175.0
ITEM-0015357,ORD-008672,202,1,68.0,22.0,68.0,22.0
ITEM-0015358,ORD-008672,503,1,48.0,15.0,48.0,15.0
ITEM-0015359,ORD-008673,205,1,54.0,16.0,54.0,16.0
ITEM-0015360,ORD-008673,108,1,29.99,9.5,29.99,9.5
ITEM-0015361,ORD-008674,303,1,24.99,7.5,24.99,7.5
ITEM-0015362,ORD-008675,206,1,45.0,11.0,45.0,11.0
ITEM-0015363,ORD-008676,401,1,26.0,6.0,26.0,6.0
ITEM-0015364,ORD-008677,502,1,22.99,5.5,22.99,5.5
ITEM-0015365,ORD-008677,301,1,289.0,130.0,289.0,130.0
ITEM-0015366,ORD-008678,305,2,59.99,20.0,119.98,40.0
ITEM-0015367,ORD-008678,302,1,45.0,15.0,45.0,15.0
ITEM-0015368,ORD-008679,504,1,16.99,4.2,16.99,4.2
ITEM-0015369,ORD-008679,302,1,45.0,15.0,45.0,15.0
ITEM-0015370,ORD-008680,505,1,75.0,24.0,75.0,24.0
ITEM-0015371,ORD-008680,204,1,24.0,6.0,24.0,6.0
ITEM-0015372,ORD-008680,301,2,289.0,130.0,578.0,260.0
ITEM-0015373,ORD-008681,205,1,54.0,16.0,54.0,16.0
ITEM-0015374,ORD-008681,301,2,289.0,130.0,578.0,260.0
ITEM-0015375,ORD-008681,105,1,39.99,12.0,39.99,12.0
ITEM-0015376,ORD-008681,502,1,22.99,5.5,22.99,5.5
ITEM-0015377,ORD-008682,301,1,289.0,130.0,289.0,130.0
ITEM-0015378,ORD-008682,303,1,24.99,7.5,24.99,7.5
ITEM-0015379,ORD-008683,302,2,45.0,15.0,90.0,30.0
ITEM-0015380,ORD-008684,501,1,42.0,13.0,42.0,13.0
ITEM-0015381,ORD-008685,305,1,59.99,20.0,59.99,20.0
ITEM-0015382,ORD-008685,505,1,75.0,24.0,75.0,24.0
ITEM-0015383,ORD-008685,307,1,29.99,8.0,29.99,8.0
ITEM-0015384,ORD-008685,403,1,22.0,5.2,22.0,5.2
ITEM-0015385,ORD-008686,203,1,120.0,42.0,120.0,42.0
ITEM-0015386,ORD-008686,302,1,45.0,15.0,45.0,15.0
ITEM-0015387,ORD-008687,501,1,42.0,13.0,42.0,13.0
ITEM-0015388,ORD-008687,307,1,29.99,8.0,29.99,8.0
ITEM-0015389,ORD-008688,301,2,289.0,130.0,578.0,260.0
ITEM-0015390,ORD-008689,501,1,42.0,13.0,42.0,13.0
ITEM-0015391,ORD-008689,504,2,16.99,4.2,33.98,8.4
ITEM-0015392,ORD-008690,505,1,75.0,24.0,75.0,24.0
ITEM-0015393,ORD-008690,105,1,39.99,12.0,39.99,12.0
ITEM-0015394,ORD-008691,105,1,39.99,12.0,39.99,12.0
ITEM-0015395,ORD-008692,106,1,179.99,70.0,179.99,70.0
ITEM-0015396,ORD-008693,104,1,349.99,175.0,349.99,175.0
ITEM-0015397,ORD-008694,206,1,45.0,11.0,45.0,11.0
ITEM-0015398,ORD-008694,301,1,289.0,130.0,289.0,130.0
ITEM-0015399,ORD-008695,206,1,45.0,11.0,45.0,11.0
ITEM-0015400,ORD-008695,101,1,199.99,85.0,199.99,85.0
ITEM-0015401,ORD-008696,105,1,39.99,12.0,39.99,12.0
ITEM-0015402,ORD-008696,107,1,59.99,22.0,59.99,22.0
ITEM-0015403,ORD-008697,301,1,289.0,130.0,289.0,130.0
ITEM-0015404,ORD-008697,302,2,45.0,15.0,90.0,30.0
ITEM-0015405,ORD-008697,102,1,49.99,18.0,49.99,18.0
ITEM-0015406,ORD-008697,404,1,64.99,21.0,64.99,21.0
ITEM-0015407,ORD-008698,204,1,24.0,6.0,24.0,6.0
ITEM-0015408,ORD-008698,405,1,18.0,4.0,18.0,4.0
ITEM-0015409,ORD-008698,205,3,54.0,16.0,162.0,48.0
ITEM-0015410,ORD-008698,301,1,289.0,130.0,289.0,130.0
ITEM-0015411,ORD-008699,106,1,179.99,70.0,179.99,70.0
ITEM-0015412,ORD-008700,106,1,179.99,70.0,179.99,70.0
ITEM-0015413,ORD-008700,305,1,59.99,20.0,59.99,20.0
ITEM-0015414,ORD-008701,205,3,54.0,16.0,162.0,48.0
ITEM-0015415,ORD-008702,206,1,45.0,11.0,45.0,11.0
ITEM-0015416,ORD-008702,304,1,39.99,14.0,39.99,14.0
ITEM-0015417,ORD-008703,202,1,68.0,22.0,68.0,22.0
ITEM-0015418,ORD-008704,303,1,24.99,7.5,24.99,7.5
ITEM-0015419,ORD-008704,203,1,120.0,42.0,120.0,42.0
ITEM-0015420,ORD-008705,304,1,39.99,14.0,39.99,14.0
ITEM-0015421,ORD-008705,504,2,16.99,4.2,33.98,8.4
ITEM-0015422,ORD-008705,101,1,199.99,85.0,199.99,85.0
ITEM-0015423,ORD-008706,502,1,22.99,5.5,22.99,5.5
ITEM-0015424,ORD-008706,501,1,42.0,13.0,42.0,13.0
ITEM-0015425,ORD-008706,107,1,59.99,22.0,59.99,22.0
ITEM-0015426,ORD-008706,102,1,49.99,18.0,49.99,18.0
ITEM-0015427,ORD-008707,504,1,16.99,4.2,16.99,4.2
ITEM-0015428,ORD-008707,401,1,26.0,6.0,26.0,6.0
ITEM-0015429,ORD-008708,307,1,29.99,8.0,29.99,8.0
ITEM-0015430,ORD-008708,401,1,26.0,6.0,26.0,6.0
ITEM-0015431,ORD-008708,403,1,22.0,5.2,22.0,5.2
ITEM-0015432,ORD-008709,107,1,59.99,22.0,59.99,22.0
ITEM-0015433,ORD-008710,101,1,199.99,85.0,199.99,85.0
ITEM-0015434,ORD-008710,107,1,59.99,22.0,59.99,22.0
ITEM-0015435,ORD-008710,205,1,54.0,16.0,54.0,16.0
ITEM-0015436,ORD-008711,401,1,26.0,6.0,26.0,6.0
ITEM-0015437,ORD-008711,402,1,34.0,8.5,34.0,8.5
ITEM-0015438,ORD-008712,505,1,75.0,24.0,75.0,24.0
ITEM-0015439,ORD-008713,404,1,64.99,21.0,64.99,21.0
ITEM-0015440,ORD-008714,305,1,59.99,20.0,59.99,20.0
ITEM-0015441,ORD-008714,105,1,39.99,12.0,39.99,12.0
ITEM-0015442,ORD-008715,502,1,22.99,5.5,22.99,5.5
ITEM-0015443,ORD-008716,103,3,89.99,36.0,269.97,108.0
ITEM-0015444,ORD-008717,108,1,29.99,9.5,29.99,9.5
ITEM-0015445,ORD-008718,305,1,59.99,20.0,59.99,20.0
ITEM-0015446,ORD-008718,204,1,24.0,6.0,24.0,6.0
ITEM-0015447,ORD-008719,204,1,24.0,6.0,24.0,6.0
ITEM-0015448,ORD-008719,105,1,39.99,12.0,39.99,12.0
ITEM-0015449,ORD-008720,302,1,45.0,15.0,45.0,15.0
ITEM-0015450,ORD-008721,301,1,289.0,130.0,289.0,130.0
ITEM-0015451,ORD-008722,103,1,89.99,36.0,89.99,36.0
ITEM-0015452,ORD-008723,107,1,59.99,22.0,59.99,22.0
ITEM-0015453,ORD-008723,202,1,68.0,22.0,68.0,22.0
ITEM-0015454,ORD-008723,505,1,75.0,24.0,75.0,24.0
ITEM-0015455,ORD-008724,302,2,45.0,15.0,90.0,30.0
ITEM-0015456,ORD-008725,307,1,29.99,8.0,29.99,8.0
ITEM-0015457,ORD-008726,305,1,59.99,20.0,59.99,20.0
ITEM-0015458,ORD-008726,401,1,26.0,6.0,26.0,6.0
ITEM-0015459,ORD-008727,107,1,59.99,22.0,59.99,22.0
ITEM-0015460,ORD-008727,108,1,29.99,9.5,29.99,9.5
ITEM-0015461,ORD-008728,108,2,29.99,9.5,59.98,19.0
ITEM-0015462,ORD-008728,103,1,89.99,36.0,89.99,36.0
ITEM-0015463,ORD-008729,205,1,54.0,16.0,54.0,16.0
ITEM-0015464,ORD-008729,401,1,26.0,6.0,26.0,6.0
ITEM-0015465,ORD-008729,102,1,49.99,18.0,49.99,18.0
ITEM-0015466,ORD-008730,403,1,22.0,5.2,22.0,5.2
ITEM-0015467,ORD-008731,201,1,28.0,8.5,28.0,8.5
ITEM-0015468,ORD-008732,403,1,22.0,5.2,22.0,5.2
ITEM-0015469,ORD-008732,301,1,289.0,130.0,289.0,130.0
ITEM-0015470,ORD-008733,202,1,68.0,22.0,68.0,22.0
ITEM-0015471,ORD-008733,504,1,16.99,4.2,16.99,4.2
ITEM-0015472,ORD-008733,501,1,42.0,13.0,42.0,13.0
ITEM-0015473,ORD-008734,203,1,120.0,42.0,120.0,42.0
ITEM-0015474,ORD-008735,105,2,39.99,12.0,79.98,24.0
ITEM-0015475,ORD-008735,202,1,68.0,22.0,68.0,22.0
ITEM-0015476,ORD-008736,302,1,45.0,15.0,45.0,15.0
ITEM-0015477,ORD-008736,205,1,54.0,16.0,54.0,16.0
ITEM-0015478,ORD-008737,502,1,22.99,5.5,22.99,5.5
ITEM-0015479,ORD-008738,306,1,32.5,10.0,32.5,10.0
ITEM-0015480,ORD-008739,108,1,29.99,9.5,29.99,9.5
ITEM-0015481,ORD-008739,303,1,24.99,7.5,24.99,7.5
ITEM-0015482,ORD-008740,502,1,22.99,5.5,22.99,5.5
ITEM-0015483,ORD-008740,202,1,68.0,22.0,68.0,22.0
ITEM-0015484,ORD-008740,205,1,54.0,16.0,54.0,16.0
ITEM-0015485,ORD-008741,301,1,289.0,130.0,289.0,130.0
ITEM-0015486,ORD-008742,405,1,18.0,4.0,18.0,4.0
ITEM-0015487,ORD-008743,304,1,39.99,14.0,39.99,14.0
ITEM-0015488,ORD-008743,503,1,48.0,15.0,48.0,15.0
ITEM-0015489,ORD-008744,205,1,54.0,16.0,54.0,16.0
ITEM-0015490,ORD-008745,301,1,289.0,130.0,289.0,130.0
ITEM-0015491,ORD-008746,302,1,45.0,15.0,45.0,15.0
ITEM-0015492,ORD-008747,304,1,39.99,14.0,39.99,14.0
ITEM-0015493,ORD-008747,503,1,48.0,15.0,48.0,15.0
ITEM-0015494,ORD-008747,404,1,64.99,21.0,64.99,21.0
ITEM-0015495,ORD-008747,206,1,45.0,11.0,45.0,11.0
ITEM-0015496,ORD-008748,307,1,29.99,8.0,29.99,8.0
ITEM-0015497,ORD-008748,201,1,28.0,8.5,28.0,8.5
ITEM-0015498,ORD-008749,204,1,24.0,6.0,24.0,6.0
ITEM-0015499,ORD-008749,403,1,22.0,5.2,22.0,5.2
ITEM-0015500,ORD-008750,103,1,89.99,36.0,89.99,36.0
ITEM-0015501,ORD-008751,107,3,59.99,22.0,179.97,66.0
ITEM-0015502,ORD-008751,402,1,34.0,8.5,34.0,8.5
ITEM-0015503,ORD-008751,505,1,75.0,24.0,75.0,24.0
ITEM-0015504,ORD-008752,104,1,349.99,175.0,349.99,175.0
ITEM-0015505,ORD-008752,102,3,49.99,18.0,149.97,54.0
ITEM-0015506,ORD-008753,503,1,48.0,15.0,48.0,15.0
ITEM-0015507,ORD-008754,106,1,179.99,70.0,179.99,70.0
ITEM-0015508,ORD-008754,205,1,54.0,16.0,54.0,16.0
ITEM-0015509,ORD-008755,107,1,59.99,22.0,59.99,22.0
ITEM-0015510,ORD-008756,403,1,22.0,5.2,22.0,5.2
ITEM-0015511,ORD-008756,307,1,29.99,8.0,29.99,8.0
ITEM-0015512,ORD-008756,405,1,18.0,4.0,18.0,4.0
ITEM-0015513,ORD-008757,401,1,26.0,6.0,26.0,6.0
ITEM-0015514,ORD-008758,204,1,24.0,6.0,24.0,6.0
ITEM-0015515,ORD-008758,107,1,59.99,22.0,59.99,22.0
ITEM-0015516,ORD-008758,502,1,22.99,5.5,22.99,5.5
ITEM-0015517,ORD-008759,206,2,45.0,11.0,90.0,22.0
ITEM-0015518,ORD-008759,107,1,59.99,22.0,59.99,22.0
ITEM-0015519,ORD-008760,504,1,16.99,4.2,16.99,4.2
ITEM-0015520,ORD-008760,402,1,34.0,8.5,34.0,8.5
ITEM-0015521,ORD-008761,105,1,39.99,12.0,39.99,12.0
ITEM-0015522,ORD-008761,107,1,59.99,22.0,59.99,22.0
ITEM-0015523,ORD-008762,501,1,42.0,13.0,42.0,13.0
ITEM-0015524,ORD-008763,402,1,34.0,8.5,34.0,8.5
ITEM-0015525,ORD-008763,205,1,54.0,16.0,54.0,16.0
ITEM-0015526,ORD-008764,307,1,29.99,8.0,29.99,8.0
ITEM-0015527,ORD-008765,405,1,18.0,4.0,18.0,4.0
ITEM-0015528,ORD-008765,503,1,48.0,15.0,48.0,15.0
ITEM-0015529,ORD-008766,107,2,59.99,22.0,119.98,44.0
ITEM-0015530,ORD-008766,403,3,22.0,5.2,66.0,15.6
ITEM-0015531,ORD-008766,103,1,89.99,36.0,89.99,36.0
ITEM-0015532,ORD-008767,107,1,59.99,22.0,59.99,22.0
ITEM-0015533,ORD-008768,503,1,48.0,15.0,48.0,15.0
ITEM-0015534,ORD-008769,201,2,28.0,8.5,56.0,17.0
ITEM-0015535,ORD-008770,107,1,59.99,22.0,59.99,22.0
ITEM-0015536,ORD-008770,503,1,48.0,15.0,48.0,15.0
ITEM-0015537,ORD-008770,402,1,34.0,8.5,34.0,8.5
ITEM-0015538,ORD-008771,403,1,22.0,5.2,22.0,5.2
ITEM-0015539,ORD-008772,503,2,48.0,15.0,96.0,30.0
ITEM-0015540,ORD-008773,301,2,289.0,130.0,578.0,260.0
ITEM-0015541,ORD-008774,206,1,45.0,11.0,45.0,11.0
ITEM-0015542,ORD-008775,303,1,24.99,7.5,24.99,7.5
ITEM-0015543,ORD-008775,107,1,59.99,22.0,59.99,22.0
ITEM-0015544,ORD-008776,206,1,45.0,11.0,45.0,11.0
ITEM-0015545,ORD-008777,103,1,89.99,36.0,89.99,36.0
